1477092074, 30.28286585, -97.7381832, 

1477092080, 30.28290214, -97.73802678, 

1477092086, 30.28338372, -97.73788199, 

1477092092, 30.28324378, -97.73786036, 

1477092098, 30.28321584, -97.7377752, 

1477092104, 30.28318341, -97.73770487, 

1477092110, 30.28313816, -97.73764048, 

1477092116, 30.28309595, -97.73755069, 

1477092122, 30.28303725, -97.73750686, 

1477092166, 30.2827503, -97.73742049, 

1477092172, 30.28269092, -97.73752278, 

1477092178, 30.28262697, -97.73752503, 

1477092184, 30.28255109, -97.73752089, 

1477092190, 30.28247582, -97.7375466, 

1477092196, 30.28237569, -97.73750001, 

1477092202, 30.28228889, -97.73748405, 

1477092208, 30.2822092, -97.73750557, 

1477092214, 30.28213021, -97.73751325, 

1477092220, 30.28206719, -97.73752187, 

1477092226, 30.28199083, -97.73748497, 

1477092232, 30.2819326, -97.73742595, 

1477092238, 30.28187045, -97.73737424, 

1477092244, 30.28181209, -97.73735318, 

1477092250, 30.28176276, -97.73735314, 

1477092256, 30.28171008, -97.7373141, 

1477092262, 30.28169023, -97.73726791, 

1477092268, 30.28162855, -97.73725607, 

1477092274, 30.28155196, -97.73723541, 

1477092280, 30.28154108, -97.7371856, 

1477092286, 30.28153602, -97.73713395, 

1477092292, 30.28152002, -97.73705236, 

1477092298, 30.28150895, -97.73697384, 

1477092304, 30.28149903, -97.73689605, 

1477092310, 30.28152975, -97.7368374, 

1477092316, 30.28150312, -97.7367631, 

1477092322, 30.28148805, -97.73665769, 

1477092328, 30.28146636, -97.73657137, 

1477092334, 30.28148525, -97.73649698, 

1477092340, 30.28149245, -97.73639782, 

1477092346, 30.28149047, -97.73631163, 

1477092352, 30.28148139, -97.73620507, 

1477092358, 30.28146643, -97.73611867, 

1477092364, 30.28143061, -97.73600543, 

1477092370, 30.28142551, -97.73600101, 

1477092376, 30.28144041, -97.73601221, 

1477092382, 30.2814423, -97.73601829, 

1477092388, 30.28143118, -97.73601874, 

1477092394, 30.28143001, -97.7360185, 

1477092400, 30.28142987, -97.7360188, 

1477092406, 30.2814298, -97.73601902, 

1477092412, 30.2814299, -97.73601943, 

1477092418, 30.28142996, -97.7360196, 

1477092424, 30.28142989, -97.73601981, 

1477092430, 30.28143071, -97.73601973, 

